Word,Male/MW,Female/MW,LogOdds
colt,0,4,-1.198
columnists,0,4,-1.198
concentrator,0,4,-1.198
congregated,0,4,-1.198
conversed,0,4,-1.198
copro,0,4,-1.198
countryish,0,4,-1.198
countrywide,0,4,-1.198
cower,0,4,-1.198
crafter,0,4,-1.198
cramping,0,4,-1.198
creditors,0,4,-1.198
croissants,0,4,-1.198
cross-stitching,0,4,-1.198
crunchies,0,4,-1.198
cursive,0,4,-1.198
cutesy,0,4,-1.198
cystic,0,4,-1.198
das,0,4,-1.198
decaffeinated,0,4,-1.198
decriminalize,0,4,-1.198
degenerative,0,4,-1.198
denora,0,4,-1.198
desebrock,0,4,-1.198
desegregated,0,4,-1.198
despises,0,4,-1.198
detri-,0,4,-1.198
developmental,0,4,-1.198
dia-,0,4,-1.198
dianna,0,4,-1.198
dimed,0,4,-1.198
disassociate,0,4,-1.198
divisive,0,4,-1.198
divot,0,4,-1.198
downsize,0,4,-1.198
droughts,0,4,-1.198
e._n._t.,0,4,-1.198
edie,0,4,-1.198
edith,0,4,-1.198
elaborated,0,4,-1.198
electchester,0,4,-1.198
embroider,0,4,-1.198
emporium,0,4,-1.198
enclosure,0,4,-1.198
engagements,0,4,-1.198
equinox,0,4,-1.198
esophagus,0,4,-1.198
ethingham,0,4,-1.198
eunice,0,4,-1.198
executor,0,4,-1.198
exhausts,0,4,-1.198
expectant,0,4,-1.198
expeditions,0,4,-1.198
favor-,0,4,-1.198
fetal,0,4,-1.198
fiercely,0,4,-1.198
fill-,0,4,-1.198
fizzled,0,4,-1.198
flaxseed,0,4,-1.198
flippant,0,4,-1.198
fondue,0,4,-1.198
gamesville,0,4,-1.198
gander,0,4,-1.198
gardner,0,4,-1.198
gassing,0,4,-1.198
geocaching,0,4,-1.198
giggled,0,4,-1.198
glamorizes,0,4,-1.198
gloss,0,4,-1.198
goblet,0,4,-1.198
goers,0,4,-1.198
goodne-,0,4,-1.198
grandch-,0,4,-1.198
gratefulness,0,4,-1.198
gretel,0,4,-1.198
h&r,0,4,-1.198
had-,0,4,-1.198
hage,0,4,-1.198
handfuls,0,4,-1.198
handiwork,0,4,-1.198
hangout,0,4,-1.198
harlequin,0,4,-1.198
harrisonburg,0,4,-1.198
harvick,0,4,-1.198
headstart,0,4,-1.198
hei,0,4,-1.198
heightens,0,4,-1.198
helm,0,4,-1.198
herbalist,0,4,-1.198
hersheys,0,4,-1.198
hillsdale,0,4,-1.198
hmong,0,4,-1.198
holt,0,4,-1.198
hoppers,0,4,-1.198
horrify,0,4,-1.198
huff,0,4,-1.198
hummingbirds,0,4,-1.198
hunker,0,4,-1.198
hydrant,0,4,-1.198
hydrate,0,4,-1.198
hyun,0,4,-1.198
ids,0,4,-1.198
iglesias,0,4,-1.198
immunizations,0,4,-1.198
impersonators,0,4,-1.198
insinuations,0,4,-1.198
irregular,0,4,-1.198
isabella,0,4,-1.198
janna,0,4,-1.198
japodlay,0,4,-1.198
johnstown,0,4,-1.198
josephine,0,4,-1.198
jumanji,0,4,-1.198
kath,0,4,-1.198
knead,0,4,-1.198
labelle,0,4,-1.198
laine,0,4,-1.198
lasik,0,4,-1.198
lavaman,0,4,-1.198
lexi,0,4,-1.198
lifeline,0,4,-1.198
lilies,0,4,-1.198
limos,0,4,-1.198
lipped,0,4,-1.198
listerine,0,4,-1.198
litte,0,4,-1.198
loafing,0,4,-1.198
locie,0,4,-1.198
longhorn,0,4,-1.198
loo,0,4,-1.198
look-alikes,0,4,-1.198
loretto,0,4,-1.198
magellan,0,4,-1.198
magnolias,0,4,-1.198
mai,0,4,-1.198
mainstreaming,0,4,-1.198
manuscripts,0,4,-1.198
marris,0,4,-1.198
mcclellan,0,4,-1.198
mcmahon,0,4,-1.198
meagan,0,4,-1.198
megasports,0,4,-1.198
meli,0,4,-1.198
metabolize,0,4,-1.198
methylprednisolone,0,4,-1.198
millie,0,4,-1.198
minipen,0,4,-1.198
mistreatment,0,4,-1.198
mooney,0,4,-1.198
mopping,0,4,-1.198
mouser,0,4,-1.198
mustang,0,4,-1.198
narnia,0,4,-1.198
nason,0,4,-1.198
nd,0,4,-1.198
ne,0,4,-1.198
nea-,0,4,-1.198
neekam,0,4,-1.198
neuro,0,4,-1.198
neurological,0,4,-1.198
newborns,0,4,-1.198
nick-,0,4,-1.198
nines,0,4,-1.198
non-drowsy,0,4,-1.198
noreen,0,4,-1.198
notarize,0,4,-1.198
nouveau,0,4,-1.198
nup,0,4,-1.198
nutcracker,0,4,-1.198
nyree,0,4,-1.198
oogie,0,4,-1.198
oppo-,0,4,-1.198
organically,0,4,-1.198
ornery,0,4,-1.198
overtake,0,4,-1.198
p._j.,0,4,-1.198
p._x.,0,4,-1.198
pampers,0,4,-1.198
panting,0,4,-1.198
parented,0,4,-1.198
parkers,0,4,-1.198
peddle,0,4,-1.198
peekapoo,0,4,-1.198
peep,0,4,-1.198
pekingese,0,4,-1.198
pests,0,4,-1.198
philippine,0,4,-1.198
phoo,0,4,-1.198
pinkett,0,4,-1.198
pirogies,0,4,-1.198
pitman,0,4,-1.198
plainfield,0,4,-1.198
playmates,0,4,-1.198
pliers,0,4,-1.198
plonk,0,4,-1.198
polynesian,0,4,-1.198
portman,0,4,-1.198
postpartum,0,4,-1.198
potluck,0,4,-1.198
pours,0,4,-1.198
prankster,0,4,-1.198
proofs,0,4,-1.198
psoriasis,0,4,-1.198
puffed,0,4,-1.198
putts,0,4,-1.198
qantas,0,4,-1.198
quarterlane,0,4,-1.198
raviolis,0,4,-1.198
rawleigh,0,4,-1.198
reaped,0,4,-1.198
rebirth,0,4,-1.198
recesses,0,4,-1.198
redman,0,4,-1.198
reena,0,4,-1.198
refinishing,0,4,-1.198
relation-,0,4,-1.198
reminisce,0,4,-1.198
rene,0,4,-1.198
restitution,0,4,-1.198
retyping,0,4,-1.198
rewritten,0,4,-1.198
rhys,0,4,-1.198
roared,0,4,-1.198
rockwall,0,4,-1.198
romas,0,4,-1.198
rustler,0,4,-1.198
ruthie,0,4,-1.198
s._a._d.s,0,4,-1.198
sabina,0,4,-1.198
salina,0,4,-1.198
samora,0,4,-1.198
saucers,0,4,-1.198
sayin-,0,4,-1.198
scandanavia,0,4,-1.198
scottie,0,4,-1.198
scrubs,0,4,-1.198
scully,0,4,-1.198
scummy,0,4,-1.198
seashore,0,4,-1.198
shauna,0,4,-1.198
shawna,0,4,-1.198
shiatsu,0,4,-1.198
shin,0,4,-1.198
shippensburg,0,4,-1.198
silverdale,0,4,-1.198
sixtieth,0,4,-1.198
sketching,0,4,-1.198
skilljam,0,4,-1.198
slaps,0,4,-1.198
smoothed,0,4,-1.198
smoothies,0,4,-1.198
snip,0,4,-1.198
snobbish,0,4,-1.198
snooze,0,4,-1.198
socialists,0,4,-1.198
sorrowful,0,4,-1.198
splendens,0,4,-1.198
splendid,0,4,-1.198
spoleto,0,4,-1.198
sprinkling,0,4,-1.198
stature,0,4,-1.198
steppers,0,4,-1.198
strollers,0,4,-1.198
suffocation,0,4,-1.198
sunshiny,0,4,-1.198
susanna,0,4,-1.198
swells,0,4,-1.198
synergy,0,4,-1.198
t._b.,0,4,-1.198
t._g._i._f.,0,4,-1.198
t.s,0,4,-1.198
taints,0,4,-1.198
taio,0,4,-1.198
tam,0,4,-1.198
tavist,0,4,-1.198
teflon,0,4,-1.198
telezapper,0,4,-1.198
telitha,0,4,-1.198
telsar,0,4,-1.198
tenora,0,4,-1.198
terea,0,4,-1.198
teri,0,4,-1.198
terrify,0,4,-1.198
thawed,0,4,-1.198
therese,0,4,-1.198
thrills,0,4,-1.198
tilley,0,4,-1.198
tins,0,4,-1.198
tiptoe,0,4,-1.198
tiredness,0,4,-1.198
tramp,0,4,-1.198
trashcan,0,4,-1.198
treasurer,0,4,-1.198
troublemakers,0,4,-1.198
truffles,0,4,-1.198
turnip,0,4,-1.198
typewritten,0,4,-1.198
un-uh,0,4,-1.198
unenjoyable,0,4,-1.198
ungrateful,0,4,-1.198
uninterested,0,4,-1.198
unprovoked,0,4,-1.198
unwritten,0,4,-1.198
utha,0,4,-1.198
v._r.,0,4,-1.198
vacuous,0,4,-1.198
vail,0,4,-1.198
varietal,0,4,-1.198
vermillion,0,4,-1.198
vicks,0,4,-1.198
visors,0,4,-1.198
voi-,0,4,-1.198
volks,0,4,-1.198
volun-,0,4,-1.198
voracious,0,4,-1.198
w._t._c.,0,4,-1.198
wack,0,4,-1.198
walmer,0,4,-1.198
weds,0,4,-1.198
weightless,0,4,-1.198
westerville,0,4,-1.198
whomp,0,4,-1.198
willa,0,4,-1.198
wilton,0,4,-1.198
wineries,0,4,-1.198
yanked,0,4,-1.198
yati,0,4,-1.198
yesterdays,0,4,-1.198
yoy,0,4,-1.198
zantac,0,4,-1.198
zara,0,4,-1.198
zatarain,0,4,-1.198
zealots,0,4,-1.198
zooey,0,4,-1.198
avalanche,5,15,-1.197
beagles,5,15,-1.197
cleaners,5,15,-1.197
clone,5,15,-1.197
counselors,5,15,-1.197
graves,5,15,-1.197
jars,5,15,-1.197
marches,5,15,-1.197
mattress,5,15,-1.197
nosy,5,15,-1.197
olympia,5,15,-1.197
onset,5,15,-1.197
salty,5,15,-1.197
seminars,5,15,-1.197
shampoo,5,15,-1.197
sickly,5,15,-1.197
triplets,5,15,-1.197
unwind,5,15,-1.197
webpage,5,15,-1.197
biblical,16,34,-1.196
fax,16,34,-1.196
fluffy,16,34,-1.196
oppressed,16,34,-1.196
classrooms,78,127,-1.193
sandler,21,42,-1.193
dixie,13,29,-1.192
medicaid,13,29,-1.192
sweater,13,29,-1.192
soup,85,137,-1.191
buff,30,56,-1.190
happen,2690,3588,-1.190
jumps,30,56,-1.190
recommended,30,56,-1.190
lotta,965,1324,-1.189
ashleigh,4,13,-1.188
bi,4,13,-1.188
composition,4,13,-1.188
fahrenheit,4,13,-1.188
forgets,4,13,-1.188
grieving,4,13,-1.188
lesbians,4,13,-1.188
maneuver,4,13,-1.188
merchandiser,4,13,-1.188
mocking,4,13,-1.188
mums,4,13,-1.188
outgrew,4,13,-1.188
pay-,4,13,-1.188
realy,4,13,-1.188
schooler,4,13,-1.188
snippets,4,13,-1.188
sprays,4,13,-1.188
starved,4,13,-1.188
swollen,4,13,-1.188
taker,4,13,-1.188
tiles,4,13,-1.188
unusually,4,13,-1.188
upped,4,13,-1.188
walmarts,4,13,-1.188
abuser,3,11,-1.187
acrylic,3,11,-1.187
babylon,3,11,-1.187
belle,3,11,-1.187
beret,3,11,-1.187
campbell,3,11,-1.187
cheques,3,11,-1.187
chirp,3,11,-1.187
chunky,3,11,-1.187
courting,3,11,-1.187
enrollment,3,11,-1.187
extended,151,230,-1.187
hypnotized,3,11,-1.187
infidelity,3,11,-1.187
maggots,3,11,-1.187
medicate,3,11,-1.187
meditate,3,11,-1.187
meter,3,11,-1.187
middletown,3,11,-1.187
months,1921,2582,-1.187
napkins,3,11,-1.187
overtones,3,11,-1.187
ponds,3,11,-1.187
pre-med,3,11,-1.187
pulmonary,3,11,-1.187
resented,3,11,-1.187
rewrite,3,11,-1.187
saddest,3,11,-1.187
scrambled,3,11,-1.187
snowmobile,3,11,-1.187
snuggle,3,11,-1.187
suzy,3,11,-1.187
underweight,3,11,-1.187
unfinished,3,11,-1.187
hampshire,50,86,-1.185
worries,65,108,-1.185
cooks,48,83,-1.183
anderson,23,45,-1.182
spoke,172,259,-1.181
blank,42,74,-1.180
blood,412,586,-1.179
animal,316,456,-1.175
appreciating,9,22,-1.175
augusta,9,22,-1.175
bookkeeping,9,22,-1.175
chihuahuas,9,22,-1.175
crate,9,22,-1.175
disrespect,9,22,-1.175
inhaling,9,22,-1.175
lengths,9,22,-1.175
r,9,22,-1.175
shadow,9,22,-1.175
buffets,25,48,-1.174
hid,25,48,-1.174
programmes,25,48,-1.174
water,1275,1732,-1.173
hu-,57,96,-1.171
orlando,91,145,-1.169
celtics,15,32,-1.168
nicholson,15,32,-1.168
convenient,125,193,-1.167
hood,27,51,-1.167
addicted,158,239,-1.165
fingertips,12,27,-1.165
hairs,12,27,-1.165
prescriptions,12,27,-1.165
strangest,12,27,-1.165
begins,20,40,-1.164
flick,20,40,-1.164
preparing,53,90,-1.164
visits,20,40,-1.164
opinions,243,356,-1.163
enjoyed,329,473,-1.162
beverley,31,57,-1.158
refused,33,60,-1.155
snows,43,75,-1.154
wore,35,63,-1.154
awhile,126,194,-1.153
blues,22,43,-1.153
peers,22,43,-1.153
i._d.,85,136,-1.152
refrigerator,39,69,-1.152
confiscated,8,20,-1.151
negativity,8,20,-1.151
bedroom,188,280,-1.150
harboring,17,35,-1.149
honestly,431,610,-1.149
pen,97,153,-1.149
penny,58,97,-1.149
pledge,17,35,-1.149
besides,388,552,-1.147
evening,275,399,-1.147
tub,24,46,-1.145
pain,270,392,-1.142
bell,88,140,-1.141
ed-,14,30,-1.139
infant,14,30,-1.139
runny,14,30,-1.139
canadians,26,49,-1.138
handicapped,26,49,-1.138
baker,11,25,-1.137
beca-,11,25,-1.137
bottled,11,25,-1.137
convenience,63,104,-1.137
furry,11,25,-1.137
indiana,279,404,-1.137
jelly,11,25,-1.137
nebraska,72,117,-1.137
preach,11,25,-1.137
sit-,11,25,-1.137
c,28,52,-1.133
coughing,48,82,-1.133
certified,30,55,-1.129
explicit,30,55,-1.129
firemen,30,55,-1.129
guts,30,55,-1.129
needing,30,55,-1.129
samples,30,55,-1.129
sending,206,304,-1.129
textbooks,30,55,-1.129
exhausting,7,18,-1.128
gripe,7,18,-1.128
hon,7,18,-1.128
hooked,225,330,-1.128
inconsistent,7,18,-1.128
juror,7,18,-1.128
liberate,7,18,-1.128
melted,7,18,-1.128
nother,7,18,-1.128
profiled,7,18,-1.128
reminded,44,76,-1.128
rodeo,7,18,-1.128
salmon,44,76,-1.128
stockton,7,18,-1.128
tacky,7,18,-1.128
unlocked,7,18,-1.128
desk,118,182,-1.127
illnesses,68,111,-1.127
war,2648,3525,-1.126
exhausted,40,70,-1.125
fond,40,70,-1.125
museums,36,64,-1.125
attend,57,95,-1.124
showed,250,364,-1.124
soft,57,95,-1.124
crawl,21,41,-1.123
steps,106,165,-1.123
healthcare,66,108,-1.122
yellow,94,148,-1.121
drives,126,193,-1.120
pogo,16,33,-1.119
sand,73,118,-1.118
bad,6302,8268,-1.116
alcoholics,23,44,-1.115
closeness,23,44,-1.115
heavier,23,44,-1.115
shortage,23,44,-1.115
tasteless,23,44,-1.115
worn,23,44,-1.115
grades,147,222,-1.112
setting,205,302,-1.112
appointments,13,28,-1.110
denny,13,28,-1.110
bio-terrorism,10,23,-1.109
curly,10,23,-1.109
insisted,10,23,-1.109
karaoke,10,23,-1.109
marked,10,23,-1.109
pens,10,23,-1.109
permitted,10,23,-1.109
sars,137,208,-1.109
stunned,10,23,-1.109
sudafed,10,23,-1.109
window,200,295,-1.109
mentally,90,142,-1.108
seniors,25,47,-1.108
calm,252,366,-1.107
butthead,6,16,-1.106
deserving,6,16,-1.106
erase,6,16,-1.106
fundraiser,6,16,-1.106
ignore,83,132,-1.106
intermediate,6,16,-1.106
kid-,6,16,-1.106
lunches,6,16,-1.106
lydia,6,16,-1.106
meth,6,16,-1.106
schmidt,6,16,-1.106
sophie,6,16,-1.106
stunk,6,16,-1.106
updating,6,16,-1.106
gave,1001,1365,-1.105
sibling,18,36,-1.104
spit,18,36,-1.104
resort,45,77,-1.103
searching,88,139,-1.102
abuse,105,163,-1.101
couch,105,163,-1.101
wears,43,74,-1.101
crop,29,53,-1.100
hurricanes,29,53,-1.100
camp,156,234,-1.098
marrying,56,93,-1.098
qualify,56,93,-1.098
'cuse,1,6,-1.097
-chool,1,6,-1.097
-ly,1,6,-1.097
a._s._p._c._a.,1,6,-1.097
accreditation,1,6,-1.097
ailments,1,6,-1.097
airbase,1,6,-1.097
alfalfa,1,6,-1.097
altoona,1,6,-1.097
amass,1,6,-1.097
amputate,1,6,-1.097
anatomy,1,6,-1.097
anon,1,6,-1.097
appliance,1,6,-1.097
appointee,1,6,-1.097
badger,1,6,-1.097
barrymore,1,6,-1.097
birthright,1,6,-1.097
boop,1,6,-1.097
brighton,1,6,-1.097
bronchial,1,6,-1.097
bumblebee,1,6,-1.097
c._c.,1,6,-1.097
cahoots,1,6,-1.097
caregiver,1,6,-1.097
carry-on,1,6,-1.097
cheater,1,6,-1.097
combines,1,6,-1.097
combing,1,6,-1.097
communicative,1,6,-1.097
compl-,1,6,-1.097
confidante,1,6,-1.097
confine,1,6,-1.097
daught-,1,6,-1.097
deadwood,1,6,-1.097
desensitizes,1,6,-1.097
dictionaries,1,6,-1.097
disappointments,1,6,-1.097
dovey,1,6,-1.097
eared,1,6,-1.097
edging,1,6,-1.097
empowered,1,6,-1.097
equator,1,6,-1.097
evaluations,1,6,-1.097
exhibition,1,6,-1.097
expenditures,1,6,-1.097
ferdinand,1,6,-1.097
ferns,1,6,-1.097
finches,1,6,-1.097
fingerprinted,1,6,-1.097
floral,1,6,-1.097
frostbite,1,6,-1.097
geologist,1,6,-1.097
gla-,1,6,-1.097
goings,1,6,-1.097
golfs,1,6,-1.097
goulash,1,6,-1.097
graphing,1,6,-1.097
hazel,1,6,-1.097
hbo,1,6,-1.097
heightening,1,6,-1.097
honorary,1,6,-1.097
hormonal,1,6,-1.097
howie,1,6,-1.097
i._c._u.,1,6,-1.097
immunization,1,6,-1.097
inching,1,6,-1.097
informing,1,6,-1.097
jana,1,6,-1.097
kaitlyn,1,6,-1.097
kiddies,1,6,-1.097
kindred,1,6,-1.097
leavenworth,1,6,-1.097
lice,1,6,-1.097
lillian,1,6,-1.097
lindsey,1,6,-1.097
lupus,1,6,-1.097
macedonia,1,6,-1.097
madeline,1,6,-1.097
mah,1,6,-1.097
marts,1,6,-1.097
mastermind,1,6,-1.097
mingle,1,6,-1.097
motherhood,1,6,-1.097
mothering,1,6,-1.097
mysticism,1,6,-1.097
natasha,1,6,-1.097
nell,1,6,-1.097
odessa,1,6,-1.097
olivia,1,6,-1.097
on-line,1,6,-1.097
overtaken,1,6,-1.097
pap-,1,6,-1.097
pare-,1,6,-1.097
pawns,1,6,-1.097
petco,1,6,-1.097
piped,1,6,-1.097
pokonos,1,6,-1.097
preached,1,6,-1.097
prim,1,6,-1.097
promptly,1,6,-1.097
reassure,1,6,-1.097
refrigerated,1,6,-1.097
refuge,1,6,-1.097
regatta,1,6,-1.097
reli-,1,6,-1.097
remus,1,6,-1.097
replenish,1,6,-1.097
retrain,1,6,-1.097
ro,1,6,-1.097
robes,1,6,-1.097
roseburg,1,6,-1.097
scallop,1,6,-1.097
scammed,1,6,-1.097
scarlett,1,6,-1.097
seams,1,6,-1.097
shakespearean,1,6,-1.097
shebang,1,6,-1.097
shyness,1,6,-1.097
sleepless,1,6,-1.097
slingo,1,6,-1.097
sociopath,1,6,-1.097
stalking,1,6,-1.097
standby,1,6,-1.097
stockpiled,1,6,-1.097
stomping,1,6,-1.097
stretching,37,65,-1.097
subservient,1,6,-1.097
sweetness,1,6,-1.097
tarts,1,6,-1.097
teasers,1,6,-1.097
teething,1,6,-1.097
threads,1,6,-1.097
transcriptionist,1,6,-1.097
turbulence,1,6,-1.097
understa-,1,6,-1.097
unpack,1,6,-1.097
utensils,1,6,-1.097
wafts,1,6,-1.097
wasp,1,6,-1.097
whispering,1,6,-1.097
wrapper,1,6,-1.097
www,1,6,-1.097
zambia,1,6,-1.097
expect,522,729,-1.096
note,63,103,-1.092
warm,701,967,-1.091
closing,52,87,-1.090
literature,96,150,-1.090
grease,15,31,-1.089
nest,15,31,-1.089
sesame,15,31,-1.089
tofu,15,31,-1.089
funniest,61,100,-1.087
accessing,5,14,-1.086
artsy,5,14,-1.086
balloons,5,14,-1.086
baptists,5,14,-1.086
bind,5,14,-1.086
broil,5,14,-1.086
downsizing,5,14,-1.086
dreading,5,14,-1.086
elder,5,14,-1.086
f._d._a.,5,14,-1.086
filth,5,14,-1.086
frasier,5,14,-1.086
handwritten,5,14,-1.086
inclusive,5,14,-1.086
interview,116,178,-1.086
looted,5,14,-1.086
rattlesnakes,5,14,-1.086
regents,5,14,-1.086
smashed,5,14,-1.086
snotty,5,14,-1.086
sunscreen,5,14,-1.086
t._l._c.,5,14,-1.086
upping,5,14,-1.086
wiping,5,14,-1.086
belongs,22,42,-1.084
offends,22,42,-1.084
respectful,22,42,-1.084
begin,266,384,-1.082
contagious,9,21,-1.081
eileen,9,21,-1.081
i._d.s,9,21,-1.081
injure,9,21,-1.081
scanned,9,21,-1.081
credentials,12,26,-1.079
e._s._l.,12,26,-1.079
furthest,12,26,-1.079
polish,46,78,-1.079
quantity,12,26,-1.079
restore,12,26,-1.079
toothpaste,12,26,-1.079
weeds,12,26,-1.079
worship,12,26,-1.079
being,5950,7805,-1.078
noisy,24,45,-1.078
barnes,17,34,-1.073
closest,174,258,-1.073
meats,17,34,-1.073
mickey,17,34,-1.073
respiratory,17,34,-1.073
shelves,26,48,-1.073
slipped,17,34,-1.073
spoiled,85,134,-1.073
opposite,321,458,-1.072
patriotic,55,91,-1.072
porch,64,104,-1.072
pension,40,69,-1.071
accumulated,4,12,-1.070
convictions,4,12,-1.070
crazies,4,12,-1.070
dental,28,51,-1.070
dependents,4,12,-1.070
diners,4,12,-1.070
fumes,4,12,-1.070
happ-,4,12,-1.070
i._v.,4,12,-1.070
kale,4,12,-1.070
leashes,4,12,-1.070
leslie,4,12,-1.070
neurologist,4,12,-1.070
pact,4,12,-1.070
pastry,4,12,-1.070
plagiarizing,4,12,-1.070
polar,4,12,-1.070
protested,4,12,-1.070
remarry,4,12,-1.070
sadie,4,12,-1.070
seizures,4,12,-1.070
separation,28,51,-1.070
skated,4,12,-1.070
skeleton,4,12,-1.070
sleeping,135,204,-1.070
warden,4,12,-1.070
watchful,4,12,-1.070
baghdad,36,63,-1.068
guinea,36,63,-1.068
powder,30,54,-1.068
realise,188,277,-1.067
districts,62,101,-1.066
allergist,2,8,-1.065
alway-,2,8,-1.065
ames,2,8,-1.065
bash,2,8,-1.065
beets,2,8,-1.065
beg-,2,8,-1.065
billed,2,8,-1.065
breakfasts,2,8,-1.065
bygones,2,8,-1.065
canning,2,8,-1.065
casket,2,8,-1.065
chauffeur,2,8,-1.065
creatively,2,8,-1.065
curfew,2,8,-1.065
dangling,2,8,-1.065
daylights,2,8,-1.065
deductions,2,8,-1.065
dexterity,2,8,-1.065
dumplings,2,8,-1.065
excused,2,8,-1.065
expressive,2,8,-1.065
eyebrow,2,8,-1.065
flab,2,8,-1.065
frigid,2,8,-1.065
furnace,2,8,-1.065
gover-,2,8,-1.065
hilda,2,8,-1.065
hisself,2,8,-1.065
inoculated,2,8,-1.065
instilling,2,8,-1.065
intervening,2,8,-1.065
jeepers,2,8,-1.065
likeable,2,8,-1.065
maiden,2,8,-1.065
malamute,2,8,-1.065
mulder,2,8,-1.065
nordic,2,8,-1.065
objected,2,8,-1.065
oldie,2,8,-1.065
oppressing,2,8,-1.065
pacifier,2,8,-1.065
payback,2,8,-1.065
pediatric,2,8,-1.065
peeking,2,8,-1.065
penmanship,2,8,-1.065
penthouse,2,8,-1.065
percy,2,8,-1.065
precinct,2,8,-1.065
provision,2,8,-1.065
refreshments,2,8,-1.065
reside,2,8,-1.065
saddens,2,8,-1.065
saxon,2,8,-1.065
sentencing,2,8,-1.065
spoiling,2,8,-1.065
spouting,2,8,-1.065
startling,2,8,-1.065
tantrum,2,8,-1.065
tribute,2,8,-1.065
trolley,2,8,-1.065
tucked,2,8,-1.065
ulcers,2,8,-1.065
umpteen,2,8,-1.065
unfathomable,2,8,-1.065
weeding,2,8,-1.065
wizardry,2,8,-1.065
incentive,76,121,-1.064
peer,51,85,-1.063
spare,51,85,-1.063
authors,19,37,-1.062
investigate,19,37,-1.062
modem,19,37,-1.062
tutoring,19,37,-1.062
-ell,3,10,-1.061
advancing,3,10,-1.061
brother-in-law,3,10,-1.061
castles,3,10,-1.061
cerebral,3,10,-1.061
cher,3,10,-1.061
cockatoo,3,10,-1.061
debated,3,10,-1.061
eradicated,3,10,-1.061
feta,3,10,-1.061
frisky,3,10,-1.061
headlines,60,98,-1.061
holi-,3,10,-1.061
jaguars,3,10,-1.061
kidman,3,10,-1.061
maggie,3,10,-1.061
missionaries,3,10,-1.061
nibble,3,10,-1.061
outdo,3,10,-1.061
overloaded,3,10,-1.061
palsy,3,10,-1.061
platter,3,10,-1.061
predicting,3,10,-1.061
ramona,3,10,-1.061
reeks,3,10,-1.061
refrain,3,10,-1.061
rollers,3,10,-1.061
saginaw,3,10,-1.061
scallops,3,10,-1.061
scouting,3,10,-1.061
sma-,3,10,-1.061
surgeons,3,10,-1.061
timid,3,10,-1.061
trays,3,10,-1.061
unconscious,3,10,-1.061
ungodly,3,10,-1.061
uprising,3,10,-1.061
winnie,3,10,-1.061
sauce,103,159,-1.058
designs,14,29,-1.057
services,149,223,-1.057
shove,14,29,-1.057
staying,323,460,-1.057
unbearable,14,29,-1.057
invited,47,79,-1.055
blocking,8,19,-1.053
blooming,8,19,-1.053
carrot,8,19,-1.053
clueless,8,19,-1.053
dash,8,19,-1.053
gong,8,19,-1.053
ounces,8,19,-1.053
saturday,261,376,-1.053
traveler,8,19,-1.053
uncalled,8,19,-1.053
verdict,21,40,-1.053
nerve,65,105,-1.052
stamps,45,76,-1.051
vulnerable,56,92,-1.050
adopting,11,24,-1.049
arms,217,316,-1.049
backlash,11,24,-1.049
carmen,11,24,-1.049
insulted,11,24,-1.049
leather,11,24,-1.049
littlest,11,24,-1.049
mor-,11,24,-1.049
mushrooms,11,24,-1.049
warped,11,24,-1.049
holding,142,213,-1.047
akron,23,43,-1.046
deserved,23,43,-1.046
offs,63,102,-1.046
ruin,63,102,-1.046
foundation,54,89,-1.045
grace,54,89,-1.045
hurricane,41,70,-1.045
junior,262,377,-1.045
papers,279,400,-1.044
letter,145,217,-1.043
tai,25,46,-1.042
corners,16,32,-1.041
curriculum,127,192,-1.041
disconnect,16,32,-1.041
lucked,16,32,-1.041
stigma,16,32,-1.041
lonely,75,119,-1.040
y'all,68,109,-1.039
'ems,0,3,-1.038
'fore,0,3,-1.038
'tatoes,0,3,-1.038
'uns,0,3,-1.038
-cat,0,3,-1.038
-i,0,3,-1.038
-pected,0,3,-1.038
absences,0,3,-1.038
access-o-ride,0,3,-1.038
accu-,0,3,-1.038
acetaminophen,0,3,-1.038
acey,0,3,-1.038
acquai-,0,3,-1.038
addity,0,3,-1.038
addy,0,3,-1.038
adhering,0,3,-1.038
adidi,0,3,-1.038
adine,0,3,-1.038
adoptable,0,3,-1.038
aer-,0,3,-1.038
afra-,0,3,-1.038
aggress,0,3,-1.038
ajilon,0,3,-1.038
alannah,0,3,-1.038
alba,0,3,-1.038
alder,0,3,-1.038
alecky,0,3,-1.038
allburn,0,3,-1.038
alpena,0,3,-1.038
ambush,0,3,-1.038
amenable,0,3,-1.038
ami,0,3,-1.038
amoxicillin,0,3,-1.038
ananda,0,3,-1.038
angelie,0,3,-1.038
antioch,0,3,-1.038
anywa-,0,3,-1.038
apar-,0,3,-1.038
apolitical,0,3,-1.038
appendage,0,3,-1.038
apprised,0,3,-1.038
appro-,0,3,-1.038
appropriations,0,3,-1.038
apsos,0,3,-1.038
arching,0,3,-1.038
arkie,0,3,-1.038
armament,0,3,-1.038
armistice,0,3,-1.038
armoire,0,3,-1.038
armory,0,3,-1.038
arsenic,0,3,-1.038
arthroscopic,0,3,-1.038
asbury,0,3,-1.038
asher,0,3,-1.038
assimilating,0,3,-1.038
astrologers,0,3,-1.038
attics,0,3,-1.038
auctioned,0,3,-1.038
augmentin,0,3,-1.038
ava,0,3,-1.038
avondale,0,3,-1.038
azteca,0,3,-1.038
b._j.s,0,3,-1.038
baadbhi,0,3,-1.038
babysi-,0,3,-1.038
